name,division,location,notice_date,start_day,end_day,release_date,rink
송도 센트럴파크 리버리치,민영,인천광역시 연수구 송도동 22-12 외 2필지,2021-10-15,2021-10-25,2021-10-27,2021-11-02,http://www.송도센트럴파크리버리치.com
오치동 광신프로그레스,민영,광주광역시 북구 오치동 979-1번지 일원,2021-10-29,2021-11-08,2021-11-11,2021-11-17,http://www.ochi-gwangshin.com 
시지 센트레빌,민영,"대구광역시 수성구 달구벌대로622길 11(시지동, 시지경북아파트)",2021-10-15,2021-10-25,2021-10-28,2021-11-03,http://siji-centreville.com/
내포신도시 RH-3블록 중흥S클래스 더시티,민영,충청남도 예산군 삽교읍 목리 884,2021-10-08,2021-10-18,2021-10-21,2021-10-27,http://www.np-sclass.com/
녹동 승원팰리체,민영,전라남도 고흥군 도양읍 번영1길 14,2021-10-08,2021-10-13,2021-10-15,2021-10-21,http://녹동승원팰리체.com
춘천 학곡지구 모아엘가 그랑데,민영,강원도 춘천시 동내면 학곡리 860번지,2021-10-08,2021-10-18,2021-10-20,2021-10-26,http://hakgok.moaelgaa.co.kr/
이안 퍼스티엄 이천부발,민영,경기도 이천시 부발읍 신원리 452-1 일원,2021-11-25,2021-12-08,2021-12-10,2021-12-20,http://www.iaanic.com
송학동3차 예다음,민영,전라북도 익산시 학곤로7길 18-3(송학동),2021-11-26,2021-12-07,2021-12-09,2021-12-16,http://www.송학동3차예다음.com
남원2차 오투그란데 디아트,민영,전라북도 남원시 신정동 116-1,2021-11-15,2021-11-25,2021-11-29,2021-12-03,http://www.남원2차오투그란데.kr
오포자이 오브제 C-1BL,민영,경기도 광주시 오포읍 고산리 484-5번지 일원 (고산2지구 C-1블록),2021-10-15,2021-10-25,2021-10-28,2021-11-03,https://xi.co.kr/objet
안단테 창원가포 A-2블록 공공분양,국민,경상남도 창원시 마산합포구 가포동 788,2021-09-30,2021-10-14,2021-10-15,2021-10-25,http://apply.lh.or.kr
평창 스위트엠 엘크루,민영,강원도 평창군 평창읍 하리 192-1,2021-10-22,2021-11-01,2021-11-03,2021-11-09,http://pc-sweetm.co.kr
포항 아이파크,민영,경상북도 포항시 남구 오천읍 용산리 360-13,2021-10-29,2021-11-08,2021-11-10,2021-11-16,https://www.i-park.com/pohang
리더스시티,국민,대전광역시 동구 천동 173번지 일대,2021-09-30,2021-10-13,2021-10-18,2021-10-22,http://www.리더스시티.com
한화 포레나 제주중문,민영,제주특별자치도 서귀포시 중문동 1805-1번지 일원,2021-10-15,2021-10-25,2021-10-26,2021-11-01,https://hanwha.forena.co.kr/jejujungmun
용인 경남아너스빌 디센트 H4BL(3단지),민영,경기도 용인시 처인구 양지면 남곡리 147-21외 11필지(용인남곡2지구 H4BL),2022-03-25,2022-04-04,2022-04-06,2022-04-12,http://decent.honorsville.co.kr/
용인 경남아너스빌 디센트 H3BL(2단지),민영,경기도 용인시 처인구 양지면 남곡리 147-15외 8필지(용인남곡2지구 H3BL),2022-03-25,2022-04-04,2022-04-06,2022-04-13,http://decent.honorsville.co.kr/
용인 경남아너스빌 디센트 H2BL(1단지),민영,경기도 용인시 처인구 양지면 남곡리 147-19외 12필지(용인남곡2지구 H2BL),2022-03-25,2022-04-04,2022-04-06,2022-04-14,http://decent.honorsville.co.kr/
동해자이,민영,강원도 동해시 효가동 산1번지 외 13필지,2021-10-08,2021-10-18,2021-10-20,2021-10-26,http://xi.co.kr/dhh
더샵 진주피에르테,민영,경상남도 진주시 초전동 산1-1,2021-09-29,2021-10-12,2021-10-14,2021-10-20,http://www.더샵진주피에르테.kr
장유자이 더 파크,민영,경상남도 김해시 장유로334번길 61(신문동),2021-10-29,2021-11-08,2021-11-10,2021-11-16,http://jangyu.xi.co.kr
남구 진아리채 리센츠,민영,광주광역시 남구 월산동 36-8번지외 39,2021-10-08,2021-10-18,2021-10-21,2021-10-27,http://namgu-jinariche.com
신진주역세권 데시앙,민영,경상남도 진주시 가좌동 2092,2021-10-15,2021-10-26,2021-10-28,2021-11-03,http://www.신진주역세권데시앙.com
더샵 하남에디피스,민영,경기도 하남시 덕풍동 285-31번지 일원,2021-09-23,2021-10-05,2021-10-08,2021-10-15,http://www.더샵하남에디피스.kr
평택 지제역 동문 디 이스트(5단지),민영,경기도 평택시 칠원동 신촌지구 A-5블록,2021-09-23,2021-10-05,2021-10-08,2021-10-15,http://pt-dmtheest.co.kr/
여주역 센트레빌 트리니체,민영,경기도 여주시 교동 299-7,2021-10-26,2021-11-05,2021-11-09,2021-11-15,http://yj-centreville.co.kr/
안산 한신더휴,민영,경기도 안산시 단원구 선부동 998번지 일원,2021-10-15,2021-10-25,2021-10-28,2021-11-03,http://as-thehue.com
송도 대경스위트리아 파크뷰,민영,"인천광역시 연수구 송도동21-34, 35번지",2021-09-23,2021-10-05,2021-10-07,2021-10-14,https://www.송도대경스위트리아파크뷰.com
경주 황성 베스티움 프레스티지,민영,"경상북도 경주시 유림로97번길 3-12(황성동, 발레오사택)",2021-09-17,2021-09-29,2021-10-01,2021-10-08,http://gyeongju.bestium.co.kr/
거제 미소지움 더퍼스트,민영,부산광역시 연제구 거제대로281번길 3(거제동),2021-10-08,2021-10-19,2021-10-22,2021-10-28,http://misozium-thefirst.com
지제 더샵 센트럴파크,민영,경기도 평택시 동삭1로22번길 40,2021-09-27,2021-10-07,2021-10-12,2021-10-18,http://jije-thesharp.com/
강릉 교동하늘채 스카이파크,민영,강원도 강릉시 교동 산 141,2021-09-30,2021-10-12,2021-10-14,2021-10-21,http://www.교동하늘채.com
창원현동 A-2BL 남양휴튼 공공분양,국민,경상남도 창원시 마산합포구 현동310,2021-09-15,2021-09-27,2021-09-29,2021-10-06,https://www.현동남양휴튼.com
주안역 센트레빌,민영,인천광역시 미추홀구 주안5동 19-2,2021-09-10,2021-09-23,2021-09-27,2021-10-01,https://www.centreville.co.kr/
안성아양 흥화하브,민영,경기도 안성시 아양동 417번지,2021-09-30,2021-10-12,2021-10-14,2021-10-20,http://ayang-haav.co.kr/
오산 세교2지구 A-9블록 중흥S-클래스 에듀하이,민영,경기도 오산시 세교2지구 A-9블록 누읍동 413-1,2021-10-01,2021-10-12,2021-10-14,2021-10-25,http://osan-sclass.com/
오산 세교2지구 A-4블록 중흥S-클래스 에듀파크,민영,경기도 오산시 세교2지구 A-4블록 궐동 383,2021-10-01,2021-10-12,2021-10-14,2021-10-22,http://osan-sclass.com/
원주기업도시 EG the1 3차,민영,강원도 원주시 지정면 조엄로 301,2021-09-16,2021-09-27,2021-09-29,2021-10-06,http://wj-egthe1.co.kr/
은어송 하늘채 리버뷰,민영,대전광역시 동구 대전로 359-5(대성동),2021-09-10,2021-09-23,2021-09-28,2021-10-05,http://hanulche-riverview.com
완주 이서 양우내안애 퍼스트힐,민영,전라북도 완주군 이서면 은교리 653-4번지 일원,2021-10-01,2021-10-12,2021-10-14,2021-10-22,https://www.완주이서-양우내안애퍼스트힐.com
신경주 더 퍼스트 데시앙,민영,경상북도 경주시 건천읍 화천리 산218,2021-09-24,2021-10-05,2021-10-07,2021-10-14,http://www.신경주더퍼스트데시앙.com/
동두천중앙역 엘크루 더퍼스트,민영,경기도 동두천시 생연동 592-2번지 일대,2021-10-22,2021-11-01,2021-11-04,2021-11-10,http://www.first-elcru.co.kr
동래 다솜시티,민영,부산광역시 동래구 명륜로98번길 29(수안동),2021-09-17,2021-09-27,2021-09-30,2021-10-07,
부암서희스타힐스,민영,부산광역시 부산진구 부암동 610-88번지 일원,2021-09-03,2021-09-13,2021-09-16,2021-09-27,http://www.buam.co.kr
모슬포 라움아파트,민영,제주특별자치도 서귀포시 대정읍 동일하모로131번길 24,2021-09-15,2021-09-27,2021-09-28,2021-10-05,
힐스테이트 가평 더뉴클래스,민영,경기도 가평군 가평읍 읍내리 205-1번지 일원,2021-09-23,2021-10-05,2021-10-07,2021-10-14,https://www.hillstate.co.kr/s/#gapyeong_thenewclass
이천자이 더 파크,민영,경기도 이천시 관고동 산13-1번지 일원,2021-10-01,2021-10-12,2021-10-14,2021-10-20,https://xi.co.kr/ICK
광양 한라비발디 센트럴마크,민영,전라남도 광양시 황금지구 26-1블럭,2021-09-03,2021-09-13,2021-09-16,2021-09-27,http://gy-halla.com
힐스테이트 광교중앙역 퍼스트,민영,경기도 수원시 영통구 광교택지개발지구 C6블록,2021-09-02,2021-09-13,2021-09-15,2021-09-29,http://www.hillstate.co.kr/s/#gwanggyojoongang
빌드원 르헤브3차 아파트,민영,경상북도 포항시 북구 중흥로241번길 42(용흥동),2021-09-13,2021-09-23,2021-09-27,2021-10-01,https://www.mgtrust.co.kr
이천 빌리브 어바인시티 2BL,민영,경기도 이천시 안흥동 272-6번지 일원,2021-09-10,2021-09-23,2021-09-27,2021-10-01,https://urbane.villiv.co.kr
이천 빌리브 어바인시티 1BL,민영,경기도 이천시 안흥동 270번지 일원,2021-09-10,2021-09-23,2021-09-27,2021-10-05,https://urbane.villiv.co.kr
평촌 엘프라우드,민영,경기도 안양시 동안구 비산3동 281-1번지 일원,2021-09-03,2021-09-13,2021-09-16,2021-09-27,https://www.prugio.com/ht/2021/elproud
속초 동명 휴티스 오션시티,민영,강원도 속초시 동명동 306-10,2021-10-12,2021-10-22,2021-10-26,2021-11-01,http://www.hutisoceancity.com/
거제 반도유보라,민영,경상남도 거제시 옥포동 238-2번지 일원,2021-09-24,2021-10-05,2021-10-07,2021-10-14,http://gj-ubora.com
안동 영무예다음 포레스트,민영,풍산읍 막곡리 산14-15번지 일원,2021-09-10,2021-09-23,2021-09-27,2021-10-01,http://www.안동영무예다음.com
달서 SK VIEW,민영,"대구광역시 달서구 와룡로15길 86(본리동, 현대백조타운)",2021-08-27,2021-09-06,2021-09-09,2021-09-15,https://ds-sk.co.kr/
군산 한성필하우스,국민,"전라북도 군산시 요죽길 76(오식도동, 한성필하우스)",2021-08-27,2021-09-06,2021-09-07,2021-09-13,http://www.feelhaus.co.kr
수성레이크 우방아이유쉘,민영,대구광역시 수성구 파동 68-7번지 일원,2021-10-08,2021-10-18,2021-10-21,2021-10-28,http://sslake.iusell.co.kr
인천강화 서희스타힐스 2단지,민영,인천광역시 강화군 선원면 창리 산 167-1번지 일원,2021-09-14,2021-09-28,2021-09-30,2021-10-12,http://www.gh-starhills.com
인천강화 서희스타힐스 1단지,민영,인천광역시 강화군 선원면 창리 456번지,2021-09-14,2021-09-28,2021-09-30,2021-10-08,http://www.gh-starhills.com
태봉공원 푸르지오 파크몬트,민영,경기도 포천시 소흘읍 송우리 225-1외 16필지,2021-09-02,2021-09-13,2021-09-15,2021-09-24,https://www.prugio.com/hc/2021/taebong/main
양평 우방아이유쉘 에코리버,민영,경기도 양평군 강상면 병산2지구 공동주택용지 C블록 2롯트,2021-09-17,2021-09-28,2021-09-30,2021-10-07,http://양평우방아이유쉘에코리버.com
영종하늘도시 한신더휴2차,국민,인천광역시 중구 중산동 1880-2,2021-09-03,2021-09-13,2021-09-15,2021-09-24,http://yj-thehue.com/
시티오씨엘 4단지,민영,인천광역시 미추홀구 용현·학익 1블록 도시개발사업구역 내 업무복합2BL,2021-09-09,2021-09-27,2021-09-30,2021-10-07,http://cityociel4.com
파주 문산역 2차 동문 디 이스트,민영,경기도 파주시 문산읍 선유리 878-1,2021-09-10,2021-09-28,2021-09-30,2021-10-07,http://paju2-dmapt.co.kr/
홍성자이,민영,충청남도 홍성군 홍성읍 고암리 583-14일원,2021-08-27,2021-09-06,2021-09-08,2021-09-14,https://xi.co.kr/hsy
전주 모아미래도바울루체,민영,전라북도 전주시 덕진구 기린대로 342(금암동),2021-10-01,2021-10-13,2021-10-18,2021-10-22,http://www.전주모아미래도.com
시청역 동원시티비스타,민영,부산광역시 연제구 연산동 1360-13번지 일원,2021-08-25,2021-09-06,2021-09-09,2021-09-15,http://시청역동원시티비스타.com
힐스테이트 대구역 퍼스트 2차,민영,대구광역시 중구 태평로 105(태평로3가),2021-08-27,2021-09-06,2021-09-09,2021-09-15,http://hillstate.co.kr/s/#daegu_first
무등산 한국아델리움 더힐 2단지,민영,광주광역시 동구 산수동 산67-1번지 외 11일원,2021-08-18,2021-08-30,2021-09-02,2021-09-08,http://mds-adelium.com
월드메르디앙 구례,민영,전라남도 구례군 구례읍 봉동길 37,2021-09-02,2021-09-14,2021-09-16,2021-09-28,http://gr-meridian.co.kr
우장산 한울에이치밸리움,민영,서울특별시 강서구 공항대로 42길 11(내발산동 649-3),2021-08-27,2021-09-06,2021-09-09,2021-09-15,http://www.우장산h밸리움.com
더샵 천안레이크마크,민영,충청남도 천안시 서북구 직산읍 삼은리 64-17,2021-08-27,2021-09-06,2021-09-08,2021-09-14,http://더샵천안레이크마크.com
광양 와우지구 A3블록 중흥S클래스,민영,전라남도 광양시 마동 1360번지,2021-08-20,2021-08-30,2021-09-02,2021-09-08,http://gy-sclass.com/
의정부역 리버카운티아파트,민영,"경기도 의정부시 호국로1346번길 12(의정부동, 리버카운티)",2021-08-23,2021-09-02,2021-09-06,2021-09-10,
KTX 송도역 서해그랑블,민영,인천광역시 연수구 옥련2동 118-1번지 외 1필지,2021-08-27,2021-09-06,2021-09-09,2021-09-15,http://sd1seohai.co.kr/
양산 평산 코아루 에듀포레,민영,경상남도 양산시 평산15길 20-21(평산동),2021-08-12,2021-08-23,2021-08-25,2021-08-31,http://양산코아루에듀포레.com
트리마제 양산 2단지,민영,경상남도 양산시 덕계동 1580-2 외 6필지,2021-08-06,2021-08-17,2021-08-19,2021-08-26,http://trimage-yangsan.com/
트리마제 양산 1단지,민영,경상남도 양산시 덕계동 1579-1번지 외 2필지,2021-08-06,2021-08-17,2021-08-19,2021-08-25,http://trimage-yangsan.com/
한화 포레나 수원원천,민영,경기도 수원시 영통구 원천동 333-1,2021-08-20,2021-08-30,2021-09-02,2021-09-08,https://hanwha.forena.co.kr/woncheon/
효성해링턴 플레이스 상무역,민영,광주광역시 서구 마륵동 120-1번지 일원,2021-08-05,2021-08-17,2021-08-20,2021-08-25,http://www.harrington-sangmu.com
더샵 광양베이센트,민영,전라남도 광양시 황금동 552-2,2021-08-20,2021-08-30,2021-09-02,2021-09-09,http://www.더샵광양베이센트.com/
더샵 청주센트럴,민영,충청북도 청주시 흥덕구 복대로220번길 13(복대동),2021-09-16,2021-09-28,2021-10-01,2021-10-08,https://www.thesharp.co.kr
힐스테이트 봉담 프라이드시티,민영,경기도 화성시 봉담 내리지구 A2BL,2021-08-13,2021-08-23,2021-08-26,2021-09-01,http://www.bd-pridecity.com/hillstate
낙민역 삼정그린코아 더시티,민영,부산광역시 동래구 낙민동 288-44,2021-09-16,2021-10-05,2021-10-08,2021-10-15,http://www.낙민역삼정그린코아더시티.com/
계양 서해그랑블 더테라스,민영,인천광역시 계양구 효성동 24-15,2021-08-11,2021-08-23,2021-08-26,2021-09-01,http://www.gyseohai.co.kr/
포천 리버포레 세영리첼,민영,경기도 포천시 어룡동 21-3,2021-07-30,2021-08-09,2021-08-11,2021-08-18,http://riverfore-seyeong.com/
빛가람 코오롱하늘채,민영,전라남도 나주시 금천면 석전리 341-55번지 일원,2021-09-10,2021-09-15,2021-09-17,2021-09-28,http://빛가람코오롱하늘채.kr
여수 소호동 금호어울림 오션테라스,민영,전라남도 여수시 소호로 271(소호동),2021-08-06,2021-08-17,2021-08-20,2021-08-26,http://여수오션테라스.com
남악신도시 오룡지구 41BL 중흥S-클래스 에듀파크,민영,전남 무안군 남악신도시 오룡지구 41블록,2021-07-30,2021-08-09,2021-08-11,2021-08-18,http://www.namak-sclass.com/
외도 해담은 아파트,민영,"제주특별자치도 제주시 우정로7길 25(외도일동, 해담은)",2021-09-17,2021-09-27,2021-09-28,2021-10-05,https://blog.naver.com/jejubuildingsale
과천지식정보타운 린 파밀리에(공공분양),국민,갈현동 일원 과천지식정보타운 공공주택지구 S-8BL,2021-08-13,2021-08-23,2021-08-25,2021-08-31,http://www.gc-lynnfamilie.com
함덕 천마에버하임오션,민영,제주특별자치도 제주시 조천읍 함덕5길 14(천마 에버하임 오션),2021-07-30,2021-08-09,2021-08-10,2021-08-17,https://www.cheonmaeverheim.com/
고덕 하늘채 시그니처,민영,경기도 평택시 고덕면 효덕새싹길 55(고덕하늘채 시그니처),2021-07-26,2021-08-06,2021-08-10,2021-08-17,http://godeok-ihanulche.com
검산 이지움 라프라임,민영,전라북도 김제시 도작로 38(검산동),2021-08-06,2021-08-17,2021-08-19,2021-08-25,https://www.김제검산이지움.com/
아산 모종 리슈빌 더 스카이,민영,충청남도 아산시 모종동 562-1 일원,2021-08-09,2021-08-19,2021-08-23,2021-08-27,http://richeville-thesky.com/
충남내포신도시 이지더원 3차,민영,충청남도 예산군 삽교읍 목리 832,2021-07-30,2021-08-09,2021-08-12,2021-08-19,http://naepo3-egthe1.co.kr/
서대구역 센텀 화성파크드림,민영,대구광역시 서구 평리동 1502-1,2021-07-23,2021-08-02,2021-08-05,2021-08-11,http://www.sdgcentum-parkdream.com
세종자이 더 시티,민영,세종특별자치시 정안세종로 1567(산울동),2021-07-16,2021-07-27,2021-07-29,2021-08-04,https://xi.co.kr/sejong
구미 푸르지오 센트럴파크,민영,경상북도 구미시 고아읍 원호리 산44-12번지 일원,2021-07-30,2021-08-09,2021-08-11,2021-08-18,https://www.prugio.com/hc/2021/gumi/main/
신기역 극동스타클래스,민영,대구광역시 동구 반야월로26길 15-1(신기동),2021-07-23,2021-08-02,2021-08-05,2021-08-11,http://singi-starclass.co.kr/
아시아드 삼정그린코아 더시티,민영,부산광역시 동래구 아시아드대로184번길 8(사직동),2021-08-13,2021-08-23,2021-08-26,2021-09-01,http://www.아시아드삼정그린코아.com
힐스테이트자이 계양,민영,인천광역시 계양구 작전동 765,2021-07-21,2021-08-02,2021-08-05,2021-08-11,https://www.hillstate.co.kr/s/#gyeyang
힐스테이트 익산,민영,전라북도 익산시 선화로20길 19(마동),2021-07-16,2021-07-26,2021-07-28,2021-08-03,http://www.hillstate.co.kr/s/#iksan
남천 세원 수,민영,부산광역시 수영구 남천동 55-20,2021-07-15,2021-07-26,2021-07-29,2021-08-05,http://www.남천세원수.com
구미 송정 범양레우스 센트럴포레,민영,경상북도 구미시 송정동 250-6번지,2021-07-13,2021-07-23,2021-07-27,2021-08-02,https://gm-reus.co.kr/
강릉 롯데캐슬 시그니처,민영,강원도 강릉시 교동 1018-1번지,2021-07-23,2021-08-02,2021-08-04,2021-08-10,https://www.lottecastle.co.kr
내포신도시 모아미래도 메가시티1차,민영,충청남도 홍성군 홍북읍 신경리 947-2,2021-07-16,2021-07-26,2021-07-28,2021-08-03,http://www.np-miraedo.com
양산 사송 더샵데시앙3차,민영,경상남도 양산시 동면 양산사송택지개발지구 B-9BL,2021-07-16,2021-07-26,2021-07-28,2021-08-03,https://www.sasong-thesharpdesian3.co.kr
이안 더 메트로,민영,"경기도 의정부시 평화로567번길 15(의정부동, 이안더메트로)",2021-07-20,2021-07-30,2021-08-04,2021-08-10,http://www.이안더메트로.com
아산 한라비발디 스마트밸리,민영,충청남도 아산시 음봉면 산동리 234-2 아산 스마트밸리 C2 BL),2021-08-06,2021-08-17,2021-08-20,2021-08-26,http://www.halla-smart.com/
e편한세상 강일 어반브릿지,민영,서울특별시 강동구 상일동 554-38 일원(고덕강일 공공주택지구 10블록),2021-09-10,2021-09-27,2021-09-29,2021-10-06,https://www.elife.co.kr/
신림스카이아파트,민영,"서울특별시 관악구 신림로 185(신림동, 신림 스카이 아파트)",2021-07-22,2021-08-02,2021-08-04,2021-08-10,
용인 명지대역 서희스타힐스 포레스트,민영,경기도 용인시 처인구 역북동 233번지 일원,2021-07-09,2021-07-19,2021-07-22,2021-07-28,http://www.ybstarhills.com
강릉 영진 코아루 휴티스 디오션,민영,연곡면 영진리 299-1 일원,2021-06-25,2021-07-05,2021-07-07,2021-07-13,http://koaroohutis.co.kr/
더샵 수성오클레어,민영,대구광역시 수성구 신천동로 276-3(수성동1가),2021-07-02,2021-07-12,2021-07-15,2021-07-21,http://www.더샵수성오클레어.kr
부천 브라운스톤 원종,민영,경기도 부천시 원종동 295-1번지외 3필지,2021-07-02,2021-07-12,2021-07-15,2021-07-21,http://www.brownstone-bc.co.kr/
한화 포레나 부산덕천 2차,민영,부산광역시 북구 만덕대로89번길 20(덕천동),2021-06-25,2021-07-05,2021-07-08,2021-07-14,https://hanwha.forena.co.kr/deokcheon2nd/
충주 모아미래도,민영,충청북도 충주시 중원대로 3478 (봉방동),2021-06-25,2021-07-06,2021-07-08,2021-07-14,http://moa-miraedo.co.kr/
태왕디아너스 오페라,민영,대구광역시 북구 고성동1가 162-11번지 일원,2021-06-30,2021-07-12,2021-07-15,2021-07-21,http://www.thehonors-opera.com/
평촌 트리지아,민영,경기도 안양시 동안구 호계동 929번지 일원,2021-06-24,2021-07-05,2021-07-08,2021-07-14,http://www.평촌트리지아.com
모아미래도 에듀파크,민영,광주광역시 북구 서방로39번길 51(중흥동),2021-07-16,2021-07-26,2021-07-29,2021-08-04,http://www.moaedupark.com
거창더센트럴 캐슬,민영,경상남도 거창군 거창읍 강변로 149,2021-06-25,2021-07-05,2021-07-07,2021-07-13,http://geochang-centralcastle.com/
힐스테이트 초곡,민영,경상북도 포항시 북구 흥해읍 초곡리 39-1번지 일원,2021-06-25,2021-07-05,2021-07-07,2021-07-13,https://www.hillstate.co.kr/s/#chogok
지행역 센트레빌 파크뷰,민영,경기도 동두천시 지행동 691-2,2021-06-25,2021-07-05,2021-07-07,2021-07-13,http://www.jihaeng-centreville.co.kr
교대역 푸르지오 트레힐즈,민영,대구광역시 남구 이천로 101 (이천동),2021-07-08,2021-07-19,2021-07-22,2021-07-28,https://www.prugio.com/ht/2021/kyodae/
힐스테이트 동인,민영,대구광역시 중구 공평로20길 37-15(동인동1가),2021-09-03,2021-09-13,2021-09-16,2021-09-27,http://hillstate-dongin.co.kr/gate/
파주 운정3지구 A10BL 제일풍경채 2차 그랑베뉴,민영,경기도 파주시 운정3지구 A10BL,2021-06-25,2021-07-06,2021-07-08,2021-07-14,http://www.pj-jeil2.co.kr
창원칸타빌 오션뷰,민영,경상남도 창원시 마산합포구 합포동6길 8(산호동),2021-07-02,2021-07-12,2021-07-14,2021-07-19,https://cantaviloceanview.modoo.at/
한화 포레나 서충주,민영,충청북도 충주시 중앙탑면 용전리 654,2021-06-22,2021-07-02,2021-07-06,2021-07-12,https://hanwha.forena.co.kr/westchungju
창원 롯데캐슬 센텀골드,민영,경상남도 창원시 마산회원구 양덕동2동 166-44번지 일원,2021-07-02,2021-07-12,2021-07-14,2021-07-20,https://www.lottecastle.co.kr/APT/AT00355/main/index.do
브이티스타일,민영,"서울특별시 동대문구 장한로28가길 17 (장안동, VT Style)",2021-07-14,2021-07-26,2021-07-29,2021-08-04,http://www.vtstyle.co.kr
오창 반도유보라 퍼스티지,민영,충청북도 청주시 청원구 오창읍 중부로 699,2021-07-08,2021-07-19,2021-07-22,2021-07-28,http://www.ochang-ubora.com/
목동모아엘가그랑데,민영,대전광역시 중구 동서대로1403번길 49 (목동),2021-06-18,2021-06-28,2021-07-01,2021-07-07,http://www.mokdongmoaelgaa.com
대전역 대라수 어썸브릿지 2차,민영,대전광역시 동구 삼성동 109-2번지 일원,2021-06-17,2021-06-28,2021-07-01,2021-07-08,http://daelasoo-awesome.com/
대전역 대라수 어썸브릿지 1차,민영,대전광역시 동구 삼성동 106-4번지 일원,2021-06-17,2021-06-28,2021-07-01,2021-07-08,http://daelasoo-awesome.com/
양주 회천신도시 센트럴 아리스타,민영,"경기도 양주시 덕계로 126 (덕계동)회천신도시 E6-2-1,2BL",2021-07-01,2021-07-12,2021-07-14,2021-07-21,http://회천센트럴아리스타.kr
황등 오투그란데 디에디션,민영,전라북도 익산시 황등면 황등리 1001번지,2021-06-11,2021-06-21,2021-06-23,2021-06-29,http://www.jeilapt.com
울산 온양발리 한양립스 더퍼스트,민영,울산광역시 울주군 온양읍 발리 523-1,2021-07-02,2021-07-13,2021-07-15,2021-07-21,https://www.온양발리한양립스.com
에비뉴 청계 II,민영,서울특별시 종로구 숭인동 1420,2021-07-15,2021-07-26,2021-07-28,2021-08-03,http://www.에비뉴청계.com/
파주 운정신도시 A9블록 중흥S-클래스 에듀파크,민영,경기도 파주시 운정3택지개발지구 A9블록(경기도 파주시 다율동 824외),2021-06-25,2021-07-05,2021-07-07,2021-07-14,http://pj2-sclass.com
파주 운정신도시 A11블록 중흥S-클래스 에듀하이,민영,경기도 파주시 운정3택지개발지구 A11블록(경기도 파주시 다율동 567외),2021-06-25,2021-07-05,2021-07-07,2021-07-13,http://pj2-sclass.com
래미안 원베일리,민영,서울특별시 서초구 신반포로19길 10 (반포동 1-1),2021-06-07,2021-06-17,2021-06-21,2021-06-25,https://www.raemian.co.kr
용계역 푸르지오 아츠베르 2단지,민영,대구광역시 동구 용계동 492-1,2021-06-17,2021-06-28,2021-07-01,2021-07-08,http://www.prugio.com/ht/2021/yonggye/
용계역 푸르지오 아츠베르 1단지,민영,대구광역시 동구 용계동 575-12번지,2021-06-17,2021-06-28,2021-07-01,2021-07-07,http://www.prugio.com/ht/2021/yonggye/
북구청역 푸르지오 에듀포레,민영,대구광역시 북구 옥산로3길 16 (노원동1가),2021-06-04,2021-06-14,2021-06-17,2021-06-23,https://www.prugio.com/hb/2021/chimsan/
초읍 하늘채 포레스원,민영,부산광역시 부산진구 초읍동 556번지 일원,2021-06-30,2021-07-12,2021-07-15,2021-07-22,http://hanulche-fores1.com/
당진 센트레빌 르네블루 2차,민영,충청남도 당진시 당진수청1지구 44B-1L,2021-07-08,2021-07-19,2021-07-21,2021-07-27,http://당진센트레빌르네블루2차.com
춘천 파밀리에 리버파크,민영,강원도 춘천시 중앙로194번길 3 (근화동),2021-06-11,2021-06-21,2021-06-23,2021-06-29,http://www.chuncheon-familie.com/
힐스테이트 대구역 퍼스트,민영,대구광역시 중구 태평로 102(태평로3가),2021-07-09,2021-07-19,2021-07-22,2021-07-29,http://hillstate.co.kr/s/#daegu_first
봉담자이 프라이드시티,민영,경기도 화성시 봉담 내리지구 A-1블록,2021-06-07,2021-06-17,2021-06-22,2021-06-28,https://xi.co.kr/pridecity
더샵 오산엘리포레,민영,경기도 오산시 서동 39-1,2021-06-11,2021-06-21,2021-06-24,2021-06-30,http://www.더샵오산엘리포레.com
대전 해모로 더 센트라,민영,"대전광역시 중구 선화로81번길 32 (선화동, 강남빌라)",2021-05-28,2021-06-07,2021-06-10,2021-06-16,http://www.대전해모로.com
e편한세상 연천 웰스하임,민영,경기도 연천군 연천읍 옥산리 860,2021-05-28,2021-06-07,2021-06-09,2021-06-15,https://www.elife.co.kr
영종국제도시 서한이다음,국민,인천광역시 인천경제자유구역 영종지구 영종국제도시 내 A-42BL,2021-05-27,2021-06-07,2021-06-09,2021-06-17,http://yj-seohan.co.kr/
석림 엘크루 에듀포레,민영,충청남도 서산시 정주골2길 33-3 (석림동),2021-05-31,2021-06-09,2021-06-11,2021-06-17,http://www.seosan-elcru.co.kr/elcru/html/main.php
해링턴 플레이스 스마트밸리,민영,충청남도 아산시 음봉면 산동리 252번지 일원,2021-06-09,2021-06-21,2021-06-24,2021-06-30,http://www.harrington-smart.com
평창진부 웰라움 더퍼스트,민영,강원도 평창군 진부면 하진부리 17,2021-06-08,2021-06-18,2021-06-22,2021-06-28,https://www.hanatrust.com/
오송역 파라곤 센트럴시티,민영,충청북도 청주시 흥덕구 오송읍 봉산리 바이오폴리스지구 B2블럭,2021-05-28,2021-06-07,2021-06-11,2021-06-17,http://osparagon.co.kr
서충주신도시 월드메르디앙 엔라체,민영,충청북도 충주시 대소원면 본리 649번지,2021-06-24,2021-07-05,2021-07-07,2021-07-13,http://www.서충주신도시월드메르디앙엔라체.com
